Deal Unique Id,"From Currency ISO Code ""Ordering Currency""",To Currency ISO Code,Deal timestamp,Deal Amount in ordering currency
10001,CNY,CNY,2017-10-24 14:19:30 -0400,6627.11
10002,THB,EUR,2017-10-24 14:19:30 -0400,7379.96
10003,ILS,CNY,2017-10-24 14:19:30 -0400,2322.97
10004,DOP,CNY,2017-10-24 14:19:30 -0400,1563.79
10005,BRL,BRL,2017-10-24 14:19:30 -0400,9246.69
10006,TZS,DKK,2017-10-24 14:19:30 -0400,1981.02
10007,COP,EUR,2017-10-24 14:19:30 -0400,3893.67
10008,EUR,CNY,2017-10-24 14:19:30 -0400,2495.39
10009,PLN,CNY,2017-10-24 14:19:30 -0400,2362.17
10010,RUB,CNY,2017-10-24 14:19:30 -0400,1223.14
10011,NAD,COP,2017-10-24 14:19:30 -0400,5933.44
10012,PLN,EUR,2017-10-24 14:19:30 -0400,2528.23
10013,CNY,PLN,2017-10-24 14:19:30 -0400,6383.98
10014,BRL,IDR,2017-10-24 14:19:30 -0400,9478.99
10015,EUR,PHP,2017-10-24 14:19:30 -0400,558.05
10016,XAF,PHP,2017-10-24 14:19:30 -0400,7468.6
10017,EUR,ALL,2017-10-24 14:19:30 -0400,4483.77
10018,CNY,CNY,2017-10-24 14:19:30 -0400,5991.55
10019,PHP,CNY,2017-10-24 14:19:30 -0400,5748.1
10020,IDR,CNY,2017-10-24 14:19:30 -0400,4762.82
10021,SYP,MAD,2017-10-24 14:19:30 -0400,9062.57
10022,CNY,CNY,2017-10-24 14:19:30 -0400,23.03
10023,CNY,CNY,2017-10-24 14:19:30 -0400,6808.17
10024,IDR,CAD,2017-10-24 14:19:30 -0400,8340.14
10025,ARS,ZAR,2017-10-24 14:19:30 -0400,2147.53
10026,CNY,PHP,2017-10-24 14:19:30 -0400,3700.9
10027,UZS,MYR,2017-10-24 14:19:30 -0400,6032.25
10028,CNY,CNY,2017-10-24 14:19:30 -0400,1044.33
10029,EUR,BRL,2017-10-24 14:19:30 -0400,4566.06
10030,SYP,IDR,2017-10-24 14:19:30 -0400,9766.85
10031,SEK,THB,2017-10-24 14:19:30 -0400,4632.33
10032,BRL,CNY,2017-10-24 14:19:30 -0400,551.83
10033,EUR,PHP,2017-10-24 14:19:30 -0400,397.48
10034,IDR,XOF,2017-10-24 14:19:30 -0400,4781.43
10035,SEK,USD,2017-10-24 14:19:30 -0400,2626.73
10036,ALL,CNY,2017-10-24 14:19:30 -0400,2862.19
10037,PLN,AOA,2017-10-24 14:19:30 -0400,8520.11
10038,RUB,IDR,2017-10-24 14:19:30 -0400,8085.2
10039,CNY,IDR,2017-10-24 14:19:31 -0400,7318.71
10040,CZK,IDR,2017-10-24 14:19:31 -0400,7673.03
10041,SDG,CNY,2017-10-24 14:19:31 -0400,9051.9
10042,ARS,CNY,2017-10-24 14:19:31 -0400,6956.09
10043,BRL,GMD,2017-10-24 14:19:31 -0400,2965.07
10044,BRL,RUB,2017-10-24 14:19:31 -0400,8756.67
10045,KES,SYP,2017-10-24 14:19:31 -0400,612.63
10046,SYP,BRL,2017-10-24 14:19:31 -0400,4943.3
10047,HNL,AMD,2017-10-24 14:19:31 -0400,5852.52
10048,CNY,CNY,2017-10-24 14:19:31 -0400,3813.3
10049,CNY,CNY,2017-10-24 14:19:31 -0400,286.35
10050,CNY,IDR,2017-10-24 14:19:31 -0400,1750.89
10051,NGN,USD,2017-10-24 14:19:31 -0400,6358.28
10052,EUR,ILS,2017-10-24 14:19:31 -0400,462.7
10053,CNY,HRK,2017-10-24 14:19:31 -0400,4708.6
10054,CNY,RUB,2017-10-24 14:19:31 -0400,9205.08
10055,THB,CNY,2017-10-24 14:19:31 -0400,7040.16
10056,RUB,TND,2017-10-24 14:19:31 -0400,4666.62
10057,CNY,COP,2017-10-24 14:19:31 -0400,1663.13
10058,MYR,CNY,2017-10-24 14:19:31 -0400,4342.11
10059,RUB,SSP,2017-10-24 14:19:31 -0400,7065.89
10060,IDR,BRL,2017-10-24 14:19:31 -0400,5169.91
10061,IDR,CNY,2017-10-24 14:19:31 -0400,8979.92
10062,CNY,PEN,2017-10-24 14:19:31 -0400,1222.08
10063,PHP,NGN,2017-10-24 14:19:31 -0400,4423.13
10064,THB,IDR,2017-10-24 14:19:31 -0400,7692.82
10065,EUR,EUR,2017-10-24 14:19:31 -0400,4686.39
10066,SEK,THB,2017-10-24 14:19:31 -0400,3803.08
10067,LAK,EUR,2017-10-24 14:19:31 -0400,149.7
10068,CNY,CNY,2017-10-24 14:19:31 -0400,3379.05
10069,PLN,USD,2017-10-24 14:19:31 -0400,1777.24
10070,IDR,EUR,2017-10-24 14:19:31 -0400,1002.03
10071,CNY,PKR,2017-10-24 14:19:31 -0400,5128.68
10072,EUR,CNY,2017-10-24 14:19:31 -0400,4186.01
10073,IDR,MAD,2017-10-24 14:19:31 -0400,8539.87
10074,THB,IDR,2017-10-24 14:19:31 -0400,6345.43
10075,IDR,UAH,2017-10-24 14:19:31 -0400,6082.39
10076,USD,EUR,2017-10-24 14:19:31 -0400,5538.59
10077,PHP,CNY,2017-10-24 14:19:31 -0400,2208.81
10078,CNY,PHP,2017-10-24 14:19:31 -0400,3760.19
10079,CNY,MWK,2017-10-24 14:19:31 -0400,7544.16
10080,CNY,JOD,2017-10-24 14:19:31 -0400,3408.75
10081,IDR,RUB,2017-10-24 14:19:31 -0400,4017.15
10082,CNY,PLN,2017-10-24 14:19:31 -0400,9702.24
10083,DOP,NZD,2017-10-24 14:19:31 -0400,4910.11
10084,USD,JPY,2017-10-24 14:19:31 -0400,9513.51
10085,CNY,NZD,2017-10-24 14:19:31 -0400,4267.75
10086,PHP,PLN,2017-10-24 14:19:31 -0400,4780.46
10087,KPW,IDR,2017-10-24 14:19:31 -0400,3177.17
10088,PHP,CNY,2017-10-24 14:19:31 -0400,7285.73
10089,PLN,SEK,2017-10-24 14:19:31 -0400,8970.29
10090,RUB,CAD,2017-10-24 14:19:31 -0400,1190.6
10091,IDR,RUB,2017-10-24 14:19:31 -0400,6529.26
10092,GNF,CNY,2017-10-24 14:19:31 -0400,3969.66
10093,RUB,PHP,2017-10-24 14:19:31 -0400,8766.08
10094,CNY,RUB,2017-10-24 14:19:31 -0400,2024.65
10095,HNL,AUD,2017-10-24 14:19:31 -0400,6267.86
10096,JPY,MMK,2017-10-24 14:19:31 -0400,8958.32
10097,CNY,JPY,2017-10-24 14:19:31 -0400,8663.49
10098,MNT,THB,2017-10-24 14:19:31 -0400,1147.78
10099,EUR,IDR,2017-10-24 14:19:31 -0400,6985.65
10100,IDR,RSD,2017-10-24 14:19:31 -0400,9818.53
10101,MDL,BYR,2017-10-24 14:19:31 -0400,4658.12
10102,PHP,PEN,2017-10-24 14:19:31 -0400,610.39
10103,USD,CZK,2017-10-24 14:19:31 -0400,8722.35
10104,BRL,TZS,2017-10-24 14:19:31 -0400,4641.21
10105,PHP,USD,2017-10-24 14:19:31 -0400,9267.63
10106,LYD,XOF,2017-10-24 14:19:31 -0400,111.28
10107,CNY,BRL,2017-10-24 14:19:31 -0400,5242.82
10108,IDR,CNY,2017-10-24 14:19:31 -0400,9202.78
10109,EUR,EUR,2017-10-24 14:19:31 -0400,8397.56
10110,PHP,CNY,2017-10-24 14:19:31 -0400,2927.16
10111,CNY,CNY,2017-10-24 14:19:31 -0400,2420.52
10112,IDR,ARS,2017-10-24 14:19:31 -0400,5245.79
10113,USD,EUR,2017-10-24 14:19:31 -0400,1141.44
10114,CNY,RSD,2017-10-24 14:19:31 -0400,552.45
10115,AZN,BRL,2017-10-24 14:19:31 -0400,8040.79
10116,CNY,IDR,2017-10-24 14:19:31 -0400,738.21
10117,CLP,BRL,2017-10-24 14:19:31 -0400,7487.68
10118,SYP,CNY,2017-10-24 14:19:31 -0400,5609.63
10119,CHF,PLN,2017-10-24 14:19:31 -0400,1971.21
10120,PLN,EUR,2017-10-24 14:19:31 -0400,1164.98
10121,EUR,IDR,2017-10-24 14:19:31 -0400,3701.32
10122,PHP,IDR,2017-10-24 14:19:31 -0400,9973.1
10123,ARS,IDR,2017-10-24 14:19:31 -0400,8293.22
10124,EUR,EUR,2017-10-24 14:19:31 -0400,7370.27
10125,CNY,PEN,2017-10-24 14:19:31 -0400,5327.0
10126,EUR,EUR,2017-10-24 14:19:31 -0400,7589.33
10127,IDR,IDR,2017-10-24 14:19:31 -0400,9180.43
10128,IDR,CHF,2017-10-24 14:19:31 -0400,5576.41
10129,LTL,CNY,2017-10-24 14:19:31 -0400,9580.03
10130,IDR,IDR,2017-10-24 14:19:31 -0400,3711.53
10131,CNY,PHP,2017-10-24 14:19:31 -0400,6663.03
10132,ARS,CNY,2017-10-24 14:19:31 -0400,4544.67
10133,RUB,CNY,2017-10-24 14:19:31 -0400,9221.66
10134,AFN,BRL,2017-10-24 14:19:31 -0400,4512.0
10135,CNY,RUB,2017-10-24 14:19:31 -0400,1207.77
10136,BRL,EUR,2017-10-24 14:19:31 -0400,8876.45
10137,EUR,HRK,2017-10-24 14:19:31 -0400,7473.66
10138,CNY,KGS,2017-10-24 14:19:31 -0400,8889.78
10139,THB,IDR,2017-10-24 14:19:31 -0400,7064.66
10140,EUR,RUB,2017-10-24 14:19:31 -0400,5313.71
10141,EUR,PHP,2017-10-24 14:19:31 -0400,8295.55
10142,GEL,IDR,2017-10-24 14:19:31 -0400,6127.4
10143,ISK,BRL,2017-10-24 14:19:31 -0400,2334.89
10144,RUB,PLN,2017-10-24 14:19:31 -0400,8929.37
10145,CAD,LKR,2017-10-24 14:19:31 -0400,3774.8
10146,MGA,EUR,2017-10-24 14:19:31 -0400,8408.41
10147,GTQ,RUB,2017-10-24 14:19:31 -0400,9344.28
10148,TZS,JPY,2017-10-24 14:19:31 -0400,1492.86
10149,VEF,CNY,2017-10-24 14:19:31 -0400,3606.43
10150,CNY,CNY,2017-10-24 14:19:31 -0400,7554.14
10151,CNY,RUB,2017-10-24 14:19:31 -0400,9815.37
10152,CNY,CNY,2017-10-24 14:19:31 -0400,3539.68
10153,AOA,IDR,2017-10-24 14:19:31 -0400,5023.04
10154,CNY,IDR,2017-10-24 14:19:31 -0400,3103.98
10155,ILS,PLN,2017-10-24 14:19:31 -0400,8732.23
10156,CNY,RUB,2017-10-24 14:19:31 -0400,4348.88
10157,IDR,BRL,2017-10-24 14:19:31 -0400,3108.77
10158,IDR,BRL,2017-10-24 14:19:31 -0400,9983.15
10159,RUB,IDR,2017-10-24 14:19:31 -0400,605.94
10160,LTL,BRL,2017-10-24 14:19:31 -0400,9778.63
10161,HNL,JOD,2017-10-24 14:19:31 -0400,6034.4
10162,CNY,BAM,2017-10-24 14:19:31 -0400,224.54
10163,JPY,IDR,2017-10-24 14:19:31 -0400,5435.58
10164,CNY,BRL,2017-10-24 14:19:31 -0400,5135.02
10165,EUR,EUR,2017-10-24 14:19:31 -0400,1955.07
10166,PHP,TND,2017-10-24 14:19:31 -0400,8435.76
10167,PLN,USD,2017-10-24 14:19:31 -0400,695.12
10168,USD,IDR,2017-10-24 14:19:31 -0400,6076.69
10169,SEK,CNY,2017-10-24 14:19:31 -0400,7890.44
