Deal Unique Id,"From Currency ISO Code ""Ordering Currency""",To Currency ISO Code,Deal timestamp,Deal Amount in ordering currency
80001,EUR,IDR,2017-10-25 08:20:56 -0400,7009.5
80002,UGX,COP,2017-10-25 08:20:56 -0400,1930.56
80003,SEK,BRL,2017-10-25 08:20:56 -0400,9531.63
80004,BYR,RSD,2017-10-25 08:20:56 -0400,4288.49
80005,CNY,PLN,2017-10-25 08:20:56 -0400,593.33
80006,CAD,RUB,2017-10-25 08:20:56 -0400,6085.01
80007,CNY,HNL,2017-10-25 08:20:56 -0400,4670.69
80008,EUR,BRL,2017-10-25 08:20:56 -0400,1793.0
80009,SLL,MGA,2017-10-25 08:20:56 -0400,6843.66
80010,THB,AFN,2017-10-25 08:20:56 -0400,6302.6
80011,BIF,CNY,2017-10-25 08:20:56 -0400,3065.67
80012,PLN,PEN,2017-10-25 08:20:56 -0400,7700.27
80013,RUB,CNY,2017-10-25 08:20:56 -0400,1709.98
80014,COP,SEK,2017-10-25 08:20:56 -0400,242.02
80015,PKR,HRK,2017-10-25 08:20:56 -0400,8373.83
80016,PLN,HUF,2017-10-25 08:20:56 -0400,2721.73
80017,PLN,CNY,2017-10-25 08:20:56 -0400,985.6
80018,CNY,PLN,2017-10-25 08:20:56 -0400,9174.12
80019,CNY,USD,2017-10-25 08:20:56 -0400,1652.62
80020,EUR,BYR,2017-10-25 08:20:56 -0400,427.52
80021,PLN,PLN,2017-10-25 08:20:56 -0400,4870.98
80022,PLN,IDR,2017-10-25 08:20:56 -0400,3598.68
80023,NGN,MNT,2017-10-25 08:20:56 -0400,2156.71
80024,AMD,EUR,2017-10-25 08:20:56 -0400,4943.73
80025,EUR,KES,2017-10-25 08:20:56 -0400,9530.47
80026,KRW,CNY,2017-10-25 08:20:56 -0400,7059.46
80027,HRK,SOS,2017-10-25 08:20:56 -0400,3429.09
80028,PHP,IDR,2017-10-25 08:20:56 -0400,3374.75
80029,BRL,CNY,2017-10-25 08:20:56 -0400,1923.39
80030,CDF,ILS,2017-10-25 08:20:56 -0400,4190.04
80031,USD,IRR,2017-10-25 08:20:56 -0400,1644.77
