Deal Unique Id,"From Currency ISO Code ""Ordering Currency""",To Currency ISO Code,Deal timestamp,Deal Amount in ordering currency
30001,UYU,BGN,2017-10-24 14:29:25 -0400,4252.81
30002,USD,BTN,2017-10-24 14:29:25 -0400,8517.29
30003,RSD,ARS,2017-10-24 14:29:25 -0400,2853.45
30004,MUR,UAH,2017-10-24 14:29:25 -0400,1260.05
30005,IDR,IDR,2017-10-24 14:29:25 -0400,31.56
30006,CNY,PHP,2017-10-24 14:29:25 -0400,9679.87
30007,PHP,BAM,2017-10-24 14:29:25 -0400,5106.41
30008,BRL,CZK,2017-10-24 14:29:25 -0400,1904.47
30009,PLN,SEK,2017-10-24 14:29:25 -0400,6510.99
30010,CNY,VEF,2017-10-24 14:29:25 -0400,5606.91
30011,JPY,RUB,2017-10-24 14:29:25 -0400,5958.62
30012,CNY,EUR,2017-10-24 14:29:25 -0400,3264.94
30013,EUR,CNY,2017-10-24 14:29:25 -0400,4895.55
30014,EUR,PHP,2017-10-24 14:29:25 -0400,3807.68
30015,PLN,IDR,2017-10-24 14:29:25 -0400,8142.94
30016,HRK,EUR,2017-10-24 14:29:25 -0400,547.9
30017,IDR,CNY,2017-10-24 14:29:25 -0400,6479.28
30018,PLN,EUR,2017-10-24 14:29:25 -0400,2507.88
30019,COP,BRL,2017-10-24 14:29:25 -0400,5985.21
30020,RUB,CNY,2017-10-24 14:29:25 -0400,9229.79
30021,CRC,THB,2017-10-24 14:29:25 -0400,8435.63
30022,MAD,USD,2017-10-24 14:29:25 -0400,6941.25
30023,NGN,CNY,2017-10-24 14:29:25 -0400,2778.68
30024,CNY,IDR,2017-10-24 14:29:25 -0400,8790.98
30025,BSD,ZMW,2017-10-24 14:29:25 -0400,8961.49
30026,CNY,CRC,2017-10-24 14:29:25 -0400,6502.68
30027,CNY,RUB,2017-10-24 14:29:25 -0400,2351.54
30028,EUR,MAD,2017-10-24 14:29:25 -0400,3140.7
30029,EUR,IDR,2017-10-24 14:29:25 -0400,3060.89
30030,TND,CNY,2017-10-24 14:29:25 -0400,382.21
30031,XAF,EUR,2017-10-24 14:29:25 -0400,1972.2
30032,IDR,PHP,2017-10-24 14:29:25 -0400,1544.77
30033,JPY,RSD,2017-10-24 14:29:25 -0400,5051.02
30034,IRR,SYP,2017-10-24 14:29:25 -0400,4259.63
30035,TZS,CNY,2017-10-24 14:29:25 -0400,5969.6
30036,ZAR,EUR,2017-10-24 14:29:25 -0400,887.9
30037,MXN,UAH,2017-10-24 14:29:25 -0400,3066.95
30038,CNY,NGN,2017-10-24 14:29:25 -0400,3480.86
30039,RUB,CNY,2017-10-24 14:29:25 -0400,7765.05
30040,HRK,IDR,2017-10-24 14:29:25 -0400,754.57
30041,CNY,CNY,2017-10-24 14:29:25 -0400,9713.92
30042,CNY,PKR,2017-10-24 14:29:25 -0400,1006.5
30043,CNY,CNY,2017-10-24 14:29:25 -0400,5022.53
30044,CNY,ARS,2017-10-24 14:29:25 -0400,22.02
30045,CLP,BAM,2017-10-24 14:29:25 -0400,8315.05
30046,RUB,THB,2017-10-24 14:29:25 -0400,1617.74
30047,IDR,CNY,2017-10-24 14:29:25 -0400,8301.19
30048,RUB,JPY,2017-10-24 14:29:25 -0400,8668.15
30049,RUB,CNY,2017-10-24 14:29:25 -0400,5332.76
30050,BRL,PHP,2017-10-24 14:29:25 -0400,3546.79
30051,PEN,EUR,2017-10-24 14:29:25 -0400,1464.8
30052,NZD,CNY,2017-10-24 14:29:25 -0400,3349.95
30053,BRL,CNY,2017-10-24 14:29:25 -0400,2996.99
30054,EUR,UAH,2017-10-24 14:29:25 -0400,8590.26
30055,PHP,IDR,2017-10-24 14:29:25 -0400,7004.09
30056,CZK,HNL,2017-10-24 14:29:25 -0400,483.78
30057,JPY,BGN,2017-10-24 14:29:25 -0400,4832.85
30058,CNY,RUB,2017-10-24 14:29:25 -0400,9177.99
30059,RUB,CZK,2017-10-24 14:29:25 -0400,7870.37
30060,CNY,JPY,2017-10-24 14:29:25 -0400,8089.51
30061,IDR,EUR,2017-10-24 14:29:25 -0400,3660.16
30062,PLN,EUR,2017-10-24 14:29:25 -0400,7696.69
30063,AOA,VND,2017-10-24 14:29:25 -0400,3475.29
30064,BRL,RUB,2017-10-24 14:29:25 -0400,5851.32
30065,UAH,HNL,2017-10-24 14:29:25 -0400,536.04
30066,UAH,CNY,2017-10-24 14:29:25 -0400,5761.5
30067,JPY,PGK,2017-10-24 14:29:25 -0400,1571.75
30068,UAH,RUB,2017-10-24 14:29:25 -0400,7757.14
30069,YER,IDR,2017-10-24 14:29:25 -0400,1535.05
30070,CNY,IDR,2017-10-24 14:29:25 -0400,7552.33
30071,VND,PEN,2017-10-24 14:29:25 -0400,3095.93
30072,ZAR,CNY,2017-10-24 14:29:25 -0400,3583.58
30073,BRL,EUR,2017-10-24 14:29:25 -0400,4121.92
30074,EUR,PEN,2017-10-24 14:29:25 -0400,5218.95
30075,ILS,IDR,2017-10-24 14:29:25 -0400,9096.3
30076,HNL,EUR,2017-10-24 14:29:25 -0400,9279.33
30077,CAD,VND,2017-10-24 14:29:25 -0400,2551.45
30078,IDR,EUR,2017-10-24 14:29:25 -0400,5591.66
30079,CNY,PHP,2017-10-24 14:29:25 -0400,2561.42
30080,HNL,IDR,2017-10-24 14:29:25 -0400,8554.04
30081,VEF,CNY,2017-10-24 14:29:25 -0400,5407.0
30082,RUB,RSD,2017-10-24 14:29:25 -0400,9608.19
30083,EUR,PHP,2017-10-24 14:29:25 -0400,5084.26
30084,SCR,EUR,2017-10-24 14:29:25 -0400,3255.54
30085,EUR,EUR,2017-10-24 14:29:25 -0400,9868.8
30086,RUB,DOP,2017-10-24 14:29:25 -0400,3626.73
30087,IDR,CNY,2017-10-24 14:29:25 -0400,2877.7
30088,CNY,JPY,2017-10-24 14:29:25 -0400,2920.05
30089,CNY,HTG,2017-10-24 14:29:25 -0400,5336.85
30090,SYP,PLN,2017-10-24 14:29:25 -0400,2001.37
30091,USD,IDR,2017-10-24 14:29:25 -0400,2504.48
30092,IDR,USD,2017-10-24 14:29:25 -0400,8808.54
30093,BRL,EUR,2017-10-24 14:29:25 -0400,8313.86
30094,CNY,RUB,2017-10-24 14:29:25 -0400,6971.73
30095,CZK,CNY,2017-10-24 14:29:25 -0400,3346.71
30096,CNY,EUR,2017-10-24 14:29:25 -0400,5238.39
30097,IDR,RUB,2017-10-24 14:29:25 -0400,9761.76
30098,BRL,CAD,2017-10-24 14:29:25 -0400,1986.0
30099,PHP,RUB,2017-10-24 14:29:25 -0400,483.84
30100,SEK,CNY,2017-10-24 14:29:25 -0400,8473.08
30101,BRL,EUR,2017-10-24 14:29:25 -0400,5147.79
30102,RUB,AMD,2017-10-24 14:29:25 -0400,1656.3
30103,VEF,CNY,2017-10-24 14:29:25 -0400,8595.13
30104,EUR,CNY,2017-10-24 14:29:25 -0400,9543.03
30105,JPY,CNY,2017-10-24 14:29:25 -0400,2323.57
30106,CNY,UAH,2017-10-24 14:29:25 -0400,7640.82
30107,THB,BRL,2017-10-24 14:29:25 -0400,3845.19
30108,BRL,IDR,2017-10-24 14:29:25 -0400,4557.5
30109,CAD,KZT,2017-10-24 14:29:25 -0400,677.14
30110,RUB,IDR,2017-10-24 14:29:25 -0400,7995.0
30111,JPY,PHP,2017-10-24 14:29:25 -0400,5120.62
30112,IDR,EUR,2017-10-24 14:29:25 -0400,5965.35
30113,PLN,UAH,2017-10-24 14:29:25 -0400,3188.42
30114,BRL,PHP,2017-10-24 14:29:25 -0400,9975.66
30115,CAD,RUB,2017-10-24 14:29:25 -0400,7530.19
30116,THB,AUD,2017-10-24 14:29:25 -0400,9954.51
30117,BWP,KRW,2017-10-24 14:29:25 -0400,8066.87
30118,IDR,CNY,2017-10-24 14:29:25 -0400,2036.49
30119,CNY,KZT,2017-10-24 14:29:25 -0400,7435.49
30120,RUB,PHP,2017-10-24 14:29:25 -0400,6518.42
30121,BOB,ARS,2017-10-24 14:29:25 -0400,7227.15
30122,USD,RUB,2017-10-24 14:29:25 -0400,242.17
30123,BRL,CNY,2017-10-24 14:29:25 -0400,7300.62
30124,CUP,CNY,2017-10-24 14:29:25 -0400,7096.78
30125,EUR,AFN,2017-10-24 14:29:25 -0400,5258.29
30126,CNY,EUR,2017-10-24 14:29:25 -0400,6968.21
30127,AUD,CNY,2017-10-24 14:29:25 -0400,3957.75
30128,RUB,IDR,2017-10-24 14:29:25 -0400,4323.92
30129,PHP,IDR,2017-10-24 14:29:25 -0400,1718.71
30130,CNY,THB,2017-10-24 14:29:25 -0400,6645.19
30131,IDR,CNY,2017-10-24 14:29:25 -0400,7719.82
30132,PEN,JPY,2017-10-24 14:29:25 -0400,2342.02
30133,BDT,VEF,2017-10-24 14:29:25 -0400,1316.58
30134,CDF,RSD,2017-10-24 14:29:25 -0400,7411.26
30135,RUB,PLN,2017-10-24 14:29:25 -0400,5760.53
30136,BRL,EUR,2017-10-24 14:29:25 -0400,5206.81
30137,NGN,EUR,2017-10-24 14:29:25 -0400,8336.61
30138,CNY,CAD,2017-10-24 14:29:25 -0400,8959.97
30139,NIO,IDR,2017-10-24 14:29:25 -0400,882.74
30140,CNY,USD,2017-10-24 14:29:25 -0400,8343.15
30141,CNY,PHP,2017-10-24 14:29:25 -0400,8797.92
30142,CNY,HRK,2017-10-24 14:29:25 -0400,3914.78
30143,CNY,MYR,2017-10-24 14:29:25 -0400,6040.2
