Deal Unique Id,"From Currency ISO Code ""Ordering Currency""",To Currency ISO Code,Deal timestamp,Deal Amount in ordering currency
70001,CNY,IDR,2017-10-25 08:19:08 -0400,6293.68
70002,ILS,EUR,2017-10-25 08:19:08 -0400,5268.92
70003,IDR,MXN,2017-10-25 08:19:08 -0400,6760.31
70004,EUR,AMD,2017-10-25 08:19:08 -0400,7149.6
70005,SEK,CNY,2017-10-25 08:19:08 -0400,9709.17
70006,BOB,EUR,2017-10-25 08:19:08 -0400,1385.72
70007,ILS,COP,2017-10-25 08:19:08 -0400,1205.48
70008,EUR,BRL,2017-10-25 08:19:08 -0400,9062.4
70009,MWK,BGN,2017-10-25 08:19:08 -0400,4221.25
70010,XAF,HNL,2017-10-25 08:19:08 -0400,61.28
70011,BAM,UAH,2017-10-25 08:19:08 -0400,8211.07
70012,IDR,CNY,2017-10-25 08:19:08 -0400,3596.5
70013,MNT,EUR,2017-10-25 08:19:08 -0400,2479.44
70014,CNY,CAD,2017-10-25 08:19:08 -0400,6489.97
70015,EUR,BYR,2017-10-25 08:19:08 -0400,7503.58
70016,IDR,NGN,2017-10-25 08:19:08 -0400,7896.2
70017,PAB,XOF,2017-10-25 08:19:08 -0400,4024.94
70018,ILS,SYP,2017-10-25 08:19:08 -0400,8645.76
70019,CNY,IDR,2017-10-25 08:19:08 -0400,8852.41
70020,CNY,CNY,2017-10-25 08:19:08 -0400,155.62
70021,RUB,CNY,2017-10-25 08:19:08 -0400,1921.35
70022,PHP,BRL,2017-10-25 08:19:08 -0400,3343.86
70023,EUR,CNY,2017-10-25 08:19:08 -0400,7396.21
70024,EUR,EUR,2017-10-25 08:19:08 -0400,3885.68
70025,YER,IDR,2017-10-25 08:19:08 -0400,8026.9
70026,MXN,UAH,2017-10-25 08:19:08 -0400,7110.71
70027,JPY,EUR,2017-10-25 08:19:08 -0400,7799.15
70028,SEK,CNY,2017-10-25 08:19:08 -0400,1177.83
70029,MZN,JPY,2017-10-25 08:19:08 -0400,50.41
70030,RUB,PHP,2017-10-25 08:19:08 -0400,5571.08
70031,RUB,PHP,2017-10-25 08:19:08 -0400,4765.7
70032,IDR,RUB,2017-10-25 08:19:08 -0400,6991.43
70033,CNY,PHP,2017-10-25 08:19:08 -0400,2503.01
70034,MAD,USD,2017-10-25 08:19:08 -0400,459.91
70035,CNY,MXN,2017-10-25 08:19:08 -0400,741.32
70036,CNY,RUB,2017-10-25 08:19:08 -0400,5210.64
70037,ARS,PYG,2017-10-25 08:19:08 -0400,97.76
70038,IDR,ETB,2017-10-25 08:19:08 -0400,9824.82
70039,IDR,IDR,2017-10-25 08:19:08 -0400,8888.52
70040,EGP,PLN,2017-10-25 08:19:08 -0400,6737.12
70041,PHP,PLN,2017-10-25 08:19:08 -0400,5270.24
70042,EUR,PHP,2017-10-25 08:19:08 -0400,6296.61
70043,BGN,EUR,2017-10-25 08:19:08 -0400,2960.37
70044,PHP,BRL,2017-10-25 08:19:08 -0400,6059.58
70045,IDR,MMK,2017-10-25 08:19:08 -0400,8810.0
70046,PLN,ZAR,2017-10-25 08:19:08 -0400,2603.03
70047,EUR,CNY,2017-10-25 08:19:08 -0400,4358.7
70048,IDR,IDR,2017-10-25 08:19:08 -0400,991.0
70049,TJS,EUR,2017-10-25 08:19:08 -0400,1689.18
70050,BRL,PHP,2017-10-25 08:19:08 -0400,3564.48
70051,ILS,EUR,2017-10-25 08:19:08 -0400,9079.52
70052,PHP,IDR,2017-10-25 08:19:08 -0400,5772.67
70053,ARS,CZK,2017-10-25 08:19:08 -0400,7246.1
70054,PEN,RUB,2017-10-25 08:19:08 -0400,999.79
70055,SEK,BRL,2017-10-25 08:19:08 -0400,2823.28
70056,CNY,RUB,2017-10-25 08:19:08 -0400,9195.18
70057,CNY,CNY,2017-10-25 08:19:08 -0400,8798.46
70058,BDT,EUR,2017-10-25 08:19:08 -0400,5863.08
70059,CNY,SEK,2017-10-25 08:19:08 -0400,5970.56
70060,USD,CNY,2017-10-25 08:19:08 -0400,5800.48
70061,THB,BYR,2017-10-25 08:19:08 -0400,4419.69
70062,JPY,HRK,2017-10-25 08:19:08 -0400,1576.15
70063,LYD,BRL,2017-10-25 08:19:08 -0400,4831.43
70064,IDR,RUB,2017-10-25 08:19:08 -0400,9261.68
70065,RSD,CNY,2017-10-25 08:19:08 -0400,9963.34
70066,JPY,CNY,2017-10-25 08:19:08 -0400,3621.01
70067,MRO,SEK,2017-10-25 08:19:08 -0400,2582.71
70068,EUR,PLN,2017-10-25 08:19:08 -0400,9674.51
70069,CZK,EUR,2017-10-25 08:19:08 -0400,4554.14
70070,SEK,CNY,2017-10-25 08:19:08 -0400,5246.82
70071,ARS,NPR,2017-10-25 08:19:08 -0400,8427.18
70072,JPY,PLN,2017-10-25 08:19:08 -0400,5301.66
70073,EUR,CNY,2017-10-25 08:19:08 -0400,5347.86
70074,BYR,IDR,2017-10-25 08:19:08 -0400,5643.44
70075,CNY,RUB,2017-10-25 08:19:08 -0400,3593.24
70076,CNY,ERN,2017-10-25 08:19:08 -0400,2252.93
70077,IDR,CNY,2017-10-25 08:19:08 -0400,4615.37
70078,CNY,IDR,2017-10-25 08:19:08 -0400,5471.49
70079,RUB,CNY,2017-10-25 08:19:08 -0400,1076.5
70080,CNY,UAH,2017-10-25 08:19:08 -0400,1665.95
70081,CNY,CNY,2017-10-25 08:19:08 -0400,513.36
70082,EUR,RUB,2017-10-25 08:19:08 -0400,8396.98
70083,CUP,IDR,2017-10-25 08:19:08 -0400,8692.54
70084,UGX,SYP,2017-10-25 08:19:08 -0400,4174.06
70085,JOD,CNY,2017-10-25 08:19:08 -0400,5038.56
70086,CNY,IDR,2017-10-25 08:19:08 -0400,5694.52
