Deal Unique Id,"From Currency ISO Code ""Ordering Currency""",To Currency ISO Code,Deal timestamp,Deal Amount in ordering currency
90001,IDR,CZK,2017-10-25 08:22:39 -0400,6154.68
90002,ARS,USD,2017-10-25 08:22:39 -0400,7404.45
90003,CNY,PHP,2017-10-25 08:22:39 -0400,2837.6
90004,SEK,CAD,2017-10-25 08:22:39 -0400,8209.75
90005,PHP,ZAR,2017-10-25 08:22:39 -0400,2731.27
90006,ZAR,XAF,2017-10-25 08:22:39 -0400,7385.12
90007,CAD,SLL,2017-10-25 08:22:39 -0400,6720.71
90008,CAD,VEF,2017-10-25 08:22:39 -0400,44.42
90009,ZAR,THB,2017-10-25 08:22:39 -0400,5312.25
90010,EUR,RUB,2017-10-25 08:22:39 -0400,6520.33
90011,CNY,CNY,2017-10-25 08:22:39 -0400,6801.35
90012,CNY,IDR,2017-10-25 08:22:39 -0400,3366.85
90013,MXN,PEN,2017-10-25 08:22:39 -0400,3320.7
90014,EUR,IDR,2017-10-25 08:22:39 -0400,2006.69
90015,CNY,EUR,2017-10-25 08:22:39 -0400,5793.79
90016,PHP,RUB,2017-10-25 08:22:39 -0400,8445.79
90017,PKR,CNY,2017-10-25 08:22:39 -0400,6637.05
90018,EUR,PLN,2017-10-25 08:22:39 -0400,8373.2
90019,BIF,COP,2017-10-25 08:22:39 -0400,9489.07
90020,RUB,CNY,2017-10-25 08:22:39 -0400,4995.96
90021,IDR,MDL,2017-10-25 08:22:39 -0400,5595.95
90022,SEK,CNY,2017-10-25 08:22:39 -0400,5562.61
90023,USD,CNY,2017-10-25 08:22:39 -0400,9281.16
90024,BRL,IDR,2017-10-25 08:22:39 -0400,2475.81
90025,ILS,ILS,2017-10-25 08:22:39 -0400,8314.64
90026,USD,BRL,2017-10-25 08:22:39 -0400,2614.83
90027,BRL,UAH,2017-10-25 08:22:39 -0400,1945.62
90028,PLN,PLN,2017-10-25 08:22:39 -0400,1931.92
90029,RSD,VEF,2017-10-25 08:22:39 -0400,8064.14
90030,CNY,EUR,2017-10-25 08:22:39 -0400,2372.42
90031,PHP,EUR,2017-10-25 08:22:39 -0400,6122.34
90032,ARS,CNY,2017-10-25 08:22:39 -0400,448.41
90033,BAM,RUB,2017-10-25 08:22:39 -0400,3065.19
90034,PKR,BRL,2017-10-25 08:22:39 -0400,3439.63
90035,IDR,IDR,2017-10-25 08:22:39 -0400,3411.06
90036,IDR,LYD,2017-10-25 08:22:39 -0400,267.4
90037,EUR,COP,2017-10-25 08:22:39 -0400,5021.9
90038,PEN,EUR,2017-10-25 08:22:39 -0400,7051.1
90039,SEK,UAH,2017-10-25 08:22:39 -0400,1267.74
90040,PLN,COP,2017-10-25 08:22:39 -0400,4596.76
90041,IRR,IDR,2017-10-25 08:22:39 -0400,7323.08
90042,PEN,CNY,2017-10-25 08:22:39 -0400,6616.81
90043,VND,CNY,2017-10-25 08:22:39 -0400,6716.34
90044,AFN,VND,2017-10-25 08:22:39 -0400,9999.25
90045,ARS,EUR,2017-10-25 08:22:39 -0400,269.36
90046,PHP,CNY,2017-10-25 08:22:39 -0400,4010.02
90047,CNY,IDR,2017-10-25 08:22:39 -0400,4233.12
90048,CNY,CNY,2017-10-25 08:22:39 -0400,439.82
90049,SEK,HNL,2017-10-25 08:22:39 -0400,4632.75
90050,TWD,XCD,2017-10-25 08:22:39 -0400,9793.51
90051,RUB,IDR,2017-10-25 08:22:39 -0400,9173.35
90052,ETB,CNY,2017-10-25 08:22:39 -0400,5901.66
90053,EUR,RUB,2017-10-25 08:22:39 -0400,6846.21
90054,CNY,CZK,2017-10-25 08:22:39 -0400,6152.88
90055,IQD,EUR,2017-10-25 08:22:39 -0400,8651.57
90056,EUR,BRL,2017-10-25 08:22:39 -0400,1934.27
90057,CNY,IDR,2017-10-25 08:22:39 -0400,2533.57
90058,CNY,BDT,2017-10-25 08:22:39 -0400,2570.63
90059,USD,COP,2017-10-25 08:22:39 -0400,5241.71
90060,USD,CNY,2017-10-25 08:22:39 -0400,924.77
90061,JPY,PLN,2017-10-25 08:22:39 -0400,4635.99
90062,CNY,CNY,2017-10-25 08:22:39 -0400,4098.06
90063,CZK,CNY,2017-10-25 08:22:39 -0400,8029.87
90064,CNY,LTL,2017-10-25 08:22:39 -0400,3082.67
90065,EUR,NOK,2017-10-25 08:22:39 -0400,7915.0
90066,ALL,ILS,2017-10-25 08:22:39 -0400,3642.49
90067,IDR,AFN,2017-10-25 08:22:39 -0400,4876.13
90068,IDR,PHP,2017-10-25 08:22:39 -0400,7301.79
90069,SYP,CNY,2017-10-25 08:22:39 -0400,881.67
90070,LYD,IRR,2017-10-25 08:22:39 -0400,5640.18
90071,AFN,MXN,2017-10-25 08:22:39 -0400,8940.59
90072,THB,RUB,2017-10-25 08:22:39 -0400,319.52
90073,EGP,USD,2017-10-25 08:22:39 -0400,5669.98
90074,CZK,JOD,2017-10-25 08:22:39 -0400,6957.12
90075,PHP,USD,2017-10-25 08:22:39 -0400,6995.8
90076,CNY,ARS,2017-10-25 08:22:39 -0400,3308.9
90077,PLN,USD,2017-10-25 08:22:39 -0400,9567.88
90078,PEN,PEN,2017-10-25 08:22:39 -0400,9071.2
90079,BAM,CRC,2017-10-25 08:22:39 -0400,2138.52
90080,ZAR,EGP,2017-10-25 08:22:39 -0400,7309.25
90081,IDR,IDR,2017-10-25 08:22:39 -0400,909.02
90082,IDR,PHP,2017-10-25 08:22:39 -0400,385.64
90083,EUR,USD,2017-10-25 08:22:39 -0400,8307.21
90084,CNY,BOB,2017-10-25 08:22:39 -0400,2177.34
90085,CAD,GMD,2017-10-25 08:22:39 -0400,2263.62
90086,CNY,GHS,2017-10-25 08:22:39 -0400,5081.1
90087,THB,ARS,2017-10-25 08:22:39 -0400,9595.49
90088,MYR,IDR,2017-10-25 08:22:39 -0400,9451.69
90089,COP,BRL,2017-10-25 08:22:39 -0400,9901.11
90090,USD,CNY,2017-10-25 08:22:39 -0400,5759.98
90091,NZD,THB,2017-10-25 08:22:39 -0400,9655.29
90092,SAR,CNY,2017-10-25 08:22:39 -0400,586.09
90093,IDR,CNY,2017-10-25 08:22:39 -0400,7788.75
90094,MKD,CNY,2017-10-25 08:22:39 -0400,8382.06
90095,MMK,BGN,2017-10-25 08:22:39 -0400,7826.28
90096,PEN,EUR,2017-10-25 08:22:39 -0400,3177.89
90097,BRL,IDR,2017-10-25 08:22:39 -0400,1951.66
90098,EUR,IDR,2017-10-25 08:22:39 -0400,6553.06
90099,ARS,PKR,2017-10-25 08:22:39 -0400,7656.04
90100,PLN,RUB,2017-10-25 08:22:39 -0400,3677.14
90101,MXN,CNY,2017-10-25 08:22:39 -0400,3479.15
90102,CNY,HRK,2017-10-25 08:22:39 -0400,6902.29
90103,PLN,IDR,2017-10-25 08:22:39 -0400,6902.9
90104,IDR,PLN,2017-10-25 08:22:39 -0400,9617.23
90105,BRL,PLN,2017-10-25 08:22:39 -0400,5556.17
90106,RSD,IDR,2017-10-25 08:22:39 -0400,2234.31
90107,CNY,HNL,2017-10-25 08:22:39 -0400,3311.7
90108,THB,BOB,2017-10-25 08:22:39 -0400,7815.4
90109,EUR,PEN,2017-10-25 08:22:39 -0400,5620.49
90110,PLN,IDR,2017-10-25 08:22:39 -0400,5841.49
90111,CNY,HNL,2017-10-25 08:22:39 -0400,2730.26
90112,UAH,PHP,2017-10-25 08:22:39 -0400,4296.13
90113,SEK,SOS,2017-10-25 08:22:39 -0400,3663.66
90114,CNY,PHP,2017-10-25 08:22:39 -0400,2338.28
90115,CNY,IDR,2017-10-25 08:22:39 -0400,8218.13
90116,SEK,PLN,2017-10-25 08:22:39 -0400,3956.63
90117,IDR,MYR,2017-10-25 08:22:39 -0400,6365.67
90118,RUB,IDR,2017-10-25 08:22:39 -0400,8144.22
90119,CNY,EUR,2017-10-25 08:22:39 -0400,5845.86
90120,RUB,UAH,2017-10-25 08:22:39 -0400,6144.2
90121,UAH,CNY,2017-10-25 08:22:39 -0400,2496.26
90122,RUB,MKD,2017-10-25 08:22:39 -0400,7465.77
90123,EUR,PEN,2017-10-25 08:22:39 -0400,49.94
90124,PHP,CNY,2017-10-25 08:22:39 -0400,3432.0
90125,CLP,RUB,2017-10-25 08:22:39 -0400,4106.85
90126,CNY,TWD,2017-10-25 08:22:39 -0400,1981.14
90127,IDR,PKR,2017-10-25 08:22:39 -0400,4096.48
90128,IDR,ZAR,2017-10-25 08:22:39 -0400,3823.7
90129,RUB,KZT,2017-10-25 08:22:39 -0400,8096.07
90130,PHP,CNY,2017-10-25 08:22:39 -0400,5490.58
90131,AFN,BRL,2017-10-25 08:22:39 -0400,1646.98
90132,USD,CNY,2017-10-25 08:22:39 -0400,2937.14
90133,CNY,TZS,2017-10-25 08:22:39 -0400,6651.45
90134,MYR,CNY,2017-10-25 08:22:39 -0400,3023.11
90135,CNY,JPY,2017-10-25 08:22:39 -0400,8413.61
90136,AFN,EUR,2017-10-25 08:22:39 -0400,94.14
90137,IDR,PKR,2017-10-25 08:22:39 -0400,4676.72
90138,EUR,SLL,2017-10-25 08:22:39 -0400,1191.12
90139,PEN,SEK,2017-10-25 08:22:39 -0400,9247.58
90140,EUR,EUR,2017-10-25 08:22:39 -0400,2471.62
90141,BRL,PHP,2017-10-25 08:22:39 -0400,5174.18
90142,LKR,CNY,2017-10-25 08:22:39 -0400,5483.11
90143,PEN,CNY,2017-10-25 08:22:39 -0400,4088.66
90144,EUR,CZK,2017-10-25 08:22:39 -0400,5908.61
90145,MYR,EUR,2017-10-25 08:22:39 -0400,4976.03
90146,UAH,RUB,2017-10-25 08:22:39 -0400,9160.9
90147,CNY,IDR,2017-10-25 08:22:39 -0400,2763.5
90148,CNY,IDR,2017-10-25 08:22:39 -0400,4713.33
90149,CNY,CZK,2017-10-25 08:22:39 -0400,5061.78
90150,CNY,PLN,2017-10-25 08:22:39 -0400,6465.08
90151,PHP,CNY,2017-10-25 08:22:39 -0400,9935.96
90152,IDR,USD,2017-10-25 08:22:39 -0400,6730.9
90153,USD,PLN,2017-10-25 08:22:39 -0400,1265.47
90154,EUR,ILS,2017-10-25 08:22:39 -0400,8868.32
90155,PHP,PEN,2017-10-25 08:22:39 -0400,3667.68
90156,CZK,RUB,2017-10-25 08:22:39 -0400,1223.1
90157,CNY,IDR,2017-10-25 08:22:39 -0400,3179.09
90158,EUR,EUR,2017-10-25 08:22:39 -0400,1299.48
90159,BRL,RUB,2017-10-25 08:22:39 -0400,1867.57
90160,IDR,IDR,2017-10-25 08:22:39 -0400,7120.98
90161,TWD,CNY,2017-10-25 08:22:39 -0400,5011.62
90162,EUR,IDR,2017-10-25 08:22:39 -0400,4154.27
90163,IDR,PHP,2017-10-25 08:22:39 -0400,5423.14
90164,CNY,RUB,2017-10-25 08:22:39 -0400,7498.51
90165,CNY,CNY,2017-10-25 08:22:39 -0400,4844.34
90166,ILS,EUR,2017-10-25 08:22:39 -0400,806.81
90167,RUB,SYP,2017-10-25 08:22:39 -0400,6323.35
90168,IDR,JMD,2017-10-25 08:22:39 -0400,3124.8
90169,CNY,GTQ,2017-10-25 08:22:39 -0400,9760.09
90170,CNY,XOF,2017-10-25 08:22:39 -0400,4493.31
90171,CZK,CUP,2017-10-25 08:22:39 -0400,647.84
90172,KHR,CAD,2017-10-25 08:22:39 -0400,698.49
90173,EUR,XAF,2017-10-25 08:22:39 -0400,5231.32
90174,BRL,CNY,2017-10-25 08:22:39 -0400,6385.09
90175,KGS,EUR,2017-10-25 08:22:39 -0400,5944.77
90176,EUR,LAK,2017-10-25 08:22:39 -0400,2178.01
90177,CAD,NGN,2017-10-25 08:22:39 -0400,6350.53
90178,RUB,IDR,2017-10-25 08:22:39 -0400,474.94
90179,PLN,VND,2017-10-25 08:22:39 -0400,4041.99
