Deal Unique Id,"From Currency ISO Code ""Ordering Currency""",To Currency ISO Code,Deal timestamp,Deal Amount in ordering currency
40001,IDR,CAD,2017-10-24 14:33:33 -0400,9671.57
40002,EUR,MRO,2017-10-24 14:33:33 -0400,805.83
40003,IDR,IDR,2017-10-24 14:33:33 -0400,3030.04
40004,IDR,EUR,2017-10-24 14:33:33 -0400,4691.76
40005,BOB,CNY,2017-10-24 14:33:33 -0400,6801.87
40006,RUB,CNY,2017-10-24 14:33:33 -0400,8159.48
40007,BRL,CNY,2017-10-24 14:33:33 -0400,5706.58
40008,COP,LTL,2017-10-24 14:33:33 -0400,6972.57
40009,AUD,CNY,2017-10-24 14:33:33 -0400,5179.33
40010,ILS,USD,2017-10-24 14:33:33 -0400,2678.99
40011,CNY,JPY,2017-10-24 14:33:33 -0400,4886.51
40012,JPY,CNY,2017-10-24 14:33:33 -0400,7136.41
40013,GHS,PHP,2017-10-24 14:33:33 -0400,5702.72
40014,KZT,THB,2017-10-24 14:33:33 -0400,8910.38
40015,RUB,USD,2017-10-24 14:33:33 -0400,912.9
40016,IQD,CZK,2017-10-24 14:33:33 -0400,72.09
40017,IDR,RUB,2017-10-24 14:33:33 -0400,2324.73
40018,ARS,JMD,2017-10-24 14:33:33 -0400,5688.1
40019,CNY,ILS,2017-10-24 14:33:33 -0400,2201.98
40020,CNY,NGN,2017-10-24 14:33:33 -0400,1432.56
40021,IDR,PHP,2017-10-24 14:33:33 -0400,9701.73
40022,BRL,CNY,2017-10-24 14:33:33 -0400,2594.57
40023,EUR,PHP,2017-10-24 14:33:33 -0400,9933.88
40024,UAH,BOB,2017-10-24 14:33:33 -0400,3327.24
40025,MYR,RUB,2017-10-24 14:33:33 -0400,4703.45
40026,IDR,RUB,2017-10-24 14:33:33 -0400,3607.19
40027,ARS,CNY,2017-10-24 14:33:33 -0400,1025.52
40028,MAD,CNY,2017-10-24 14:33:33 -0400,8055.04
40029,CNY,CNY,2017-10-24 14:33:33 -0400,951.19
40030,PHP,CNY,2017-10-24 14:33:33 -0400,5984.23
40031,IDR,BRL,2017-10-24 14:33:33 -0400,4669.98
40032,CNY,IDR,2017-10-24 14:33:33 -0400,8696.72
40033,BRL,CNY,2017-10-24 14:33:33 -0400,3615.56
40034,EUR,CNY,2017-10-24 14:33:33 -0400,8566.55
40035,CNY,IDR,2017-10-24 14:33:33 -0400,7045.75
40036,RUB,IDR,2017-10-24 14:33:33 -0400,7398.74
40037,CNY,IDR,2017-10-24 14:33:33 -0400,1819.38
40038,CNY,CNY,2017-10-24 14:33:33 -0400,2077.65
40039,CNY,RUB,2017-10-24 14:33:33 -0400,367.39
40040,BRL,RUB,2017-10-24 14:33:33 -0400,2343.37
40041,CNY,CNY,2017-10-24 14:33:33 -0400,9358.7
40042,AMD,IDR,2017-10-24 14:33:33 -0400,8921.2
40043,IDR,HNL,2017-10-24 14:33:33 -0400,4672.47
40044,RUB,PKR,2017-10-24 14:33:33 -0400,6533.54
40045,PLN,IDR,2017-10-24 14:33:33 -0400,1397.8
40046,ZAR,RUB,2017-10-24 14:33:33 -0400,9147.25
40047,NPR,BRL,2017-10-24 14:33:33 -0400,4752.52
40048,CNY,RUB,2017-10-24 14:33:33 -0400,5062.8
40049,USD,NOK,2017-10-24 14:33:33 -0400,7879.44
40050,BRL,EUR,2017-10-24 14:33:33 -0400,5697.09
40051,CNY,PEN,2017-10-24 14:33:33 -0400,9639.32
40052,CNY,PAB,2017-10-24 14:33:33 -0400,7839.37
40053,IDR,RSD,2017-10-24 14:33:33 -0400,4488.62
40054,EUR,UAH,2017-10-24 14:33:33 -0400,1800.32
40055,CNY,CNY,2017-10-24 14:33:33 -0400,548.04
40056,BRL,RUB,2017-10-24 14:33:33 -0400,6767.76
40057,PLN,MGA,2017-10-24 14:33:33 -0400,6017.77
40058,EUR,COP,2017-10-24 14:33:33 -0400,5844.49
40059,ARS,UAH,2017-10-24 14:33:33 -0400,6179.79
40060,EUR,XOF,2017-10-24 14:33:33 -0400,7179.81
40061,CNY,MXN,2017-10-24 14:33:33 -0400,7936.57
40062,BRL,PKR,2017-10-24 14:33:33 -0400,7039.59
40063,CNY,IDR,2017-10-24 14:33:33 -0400,862.83
40064,PLN,RUB,2017-10-24 14:33:33 -0400,3071.73
40065,CNY,AFN,2017-10-24 14:33:33 -0400,9935.66
40066,PHP,CNY,2017-10-24 14:33:33 -0400,3985.11
40067,CNY,ZAR,2017-10-24 14:33:33 -0400,7170.51
40068,GBP,EUR,2017-10-24 14:33:33 -0400,5194.2
40069,RUB,IDR,2017-10-24 14:33:33 -0400,7507.47
40070,UAH,CNY,2017-10-24 14:33:33 -0400,7144.59
40071,EUR,UGX,2017-10-24 14:33:33 -0400,6088.55
40072,XOF,RUB,2017-10-24 14:33:33 -0400,4570.31
40073,CNY,IDR,2017-10-24 14:33:33 -0400,3211.89
40074,PLN,CNY,2017-10-24 14:33:33 -0400,6680.48
40075,CNY,CRC,2017-10-24 14:33:33 -0400,4016.98
40076,VEF,PLN,2017-10-24 14:33:33 -0400,3800.57
40077,SEK,ARS,2017-10-24 14:33:33 -0400,4636.67
40078,THB,JPY,2017-10-24 14:33:33 -0400,5246.72
40079,SYP,CNY,2017-10-24 14:33:33 -0400,8531.84
40080,CNY,IDR,2017-10-24 14:33:33 -0400,2792.48
40081,USD,CNY,2017-10-24 14:33:33 -0400,4884.97
40082,COP,PHP,2017-10-24 14:33:33 -0400,7499.22
40083,BOB,EUR,2017-10-24 14:33:33 -0400,2419.69
40084,BYR,ZAR,2017-10-24 14:33:33 -0400,687.3
40085,EUR,KZT,2017-10-24 14:33:33 -0400,66.44
40086,RUB,HRK,2017-10-24 14:33:34 -0400,6974.87
40087,JPY,IDR,2017-10-24 14:33:34 -0400,2477.43
40088,CNY,CNY,2017-10-24 14:33:34 -0400,4093.93
40089,PLN,CNY,2017-10-24 14:33:34 -0400,5502.75
40090,PEN,RUB,2017-10-24 14:33:34 -0400,7829.79
40091,USD,COP,2017-10-24 14:33:34 -0400,2245.34
40092,RUB,UAH,2017-10-24 14:33:34 -0400,865.46
40093,EUR,AMD,2017-10-24 14:33:34 -0400,6450.91
40094,JPY,PEN,2017-10-24 14:33:34 -0400,8391.5
40095,PHP,CNY,2017-10-24 14:33:34 -0400,7906.58
40096,CNY,PKR,2017-10-24 14:33:34 -0400,5965.84
40097,PHP,PHP,2017-10-24 14:33:34 -0400,1650.43
40098,CNY,PLN,2017-10-24 14:33:34 -0400,8152.31
40099,SEK,EUR,2017-10-24 14:33:34 -0400,5954.36
40100,XOF,PLN,2017-10-24 14:33:34 -0400,8297.43
40101,EUR,EUR,2017-10-24 14:33:34 -0400,5907.26
40102,PHP,BGN,2017-10-24 14:33:34 -0400,5583.62
40103,CNY,ALL,2017-10-24 14:33:34 -0400,486.6
40104,COP,IDR,2017-10-24 14:33:34 -0400,6184.78
40105,PEN,CNY,2017-10-24 14:33:34 -0400,8356.71
40106,CNY,COP,2017-10-24 14:33:34 -0400,6808.4
40107,EUR,RUB,2017-10-24 14:33:34 -0400,2830.14
40108,RUB,GMD,2017-10-24 14:33:34 -0400,6993.04
40109,BOB,CNY,2017-10-24 14:33:34 -0400,8261.25
40110,IDR,IDR,2017-10-24 14:33:34 -0400,3116.86
40111,IDR,IDR,2017-10-24 14:33:34 -0400,1273.39
40112,CZK,PHP,2017-10-24 14:33:34 -0400,1950.28
40113,PEN,CZK,2017-10-24 14:33:34 -0400,4411.17
40114,CAD,GTQ,2017-10-24 14:33:34 -0400,2902.14
40115,SYP,UAH,2017-10-24 14:33:34 -0400,7123.1
40116,THB,THB,2017-10-24 14:33:34 -0400,1942.25
40117,RUB,SAR,2017-10-24 14:33:34 -0400,7198.23
40118,PHP,UAH,2017-10-24 14:33:34 -0400,5217.77
40119,MNT,RUB,2017-10-24 14:33:34 -0400,295.77
40120,MGA,IDR,2017-10-24 14:33:34 -0400,9454.93
40121,GHS,KZT,2017-10-24 14:33:34 -0400,1706.01
40122,IDR,PHP,2017-10-24 14:33:34 -0400,2523.67
40123,PHP,CNY,2017-10-24 14:33:34 -0400,3486.71
40124,IDR,ARS,2017-10-24 14:33:34 -0400,4029.26
40125,CNY,CNY,2017-10-24 14:33:34 -0400,6152.19
40126,CNY,CZK,2017-10-24 14:33:34 -0400,1544.61
40127,RUB,MAD,2017-10-24 14:33:34 -0400,3185.95
40128,IDR,SEK,2017-10-24 14:33:34 -0400,1366.97
40129,EUR,JPY,2017-10-24 14:33:34 -0400,3500.37
40130,RUB,NOK,2017-10-24 14:33:34 -0400,6279.3
40131,PLN,GEL,2017-10-24 14:33:34 -0400,2021.48
40132,CNY,BRL,2017-10-24 14:33:34 -0400,5328.94
40133,IDR,CNY,2017-10-24 14:33:34 -0400,6860.61
40134,DOP,UAH,2017-10-24 14:33:34 -0400,8094.87
40135,CNY,IDR,2017-10-24 14:33:34 -0400,6454.95
40136,HRK,ARS,2017-10-24 14:33:34 -0400,317.43
40137,IDR,CNY,2017-10-24 14:33:34 -0400,5212.74
40138,EUR,UAH,2017-10-24 14:33:34 -0400,7347.72
40139,RUB,IDR,2017-10-24 14:33:34 -0400,4290.77
40140,PAB,IDR,2017-10-24 14:33:34 -0400,891.42
40141,PHP,CNY,2017-10-24 14:33:34 -0400,8276.7
40142,XAF,CNY,2017-10-24 14:33:34 -0400,9059.57
40143,CNY,CNY,2017-10-24 14:33:34 -0400,844.34
40144,IDR,JPY,2017-10-24 14:33:34 -0400,8383.15
40145,CNY,CNY,2017-10-24 14:33:34 -0400,6543.33
40146,MNT,PHP,2017-10-24 14:33:34 -0400,6235.94
40147,BRL,CNY,2017-10-24 14:33:34 -0400,9468.82
40148,THB,EUR,2017-10-24 14:33:34 -0400,8711.65
40149,EUR,IDR,2017-10-24 14:33:34 -0400,3605.34
40150,PHP,NGN,2017-10-24 14:33:34 -0400,7012.59
40151,CNY,IDR,2017-10-24 14:33:34 -0400,4358.48
40152,RUB,COP,2017-10-24 14:33:34 -0400,649.08
